Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_Short,SMA_Long,Signal,Portfolio_Value
2023-01-03 00:00:00-05:00,88.97631857972549,90.4263244711382,87.91364821898763,88.5095443725586,28131200,0.0,0.0,,,0,50000.0
2023-01-04 00:00:00-05:00,89.73110905085134,90.02905710848832,86.67220495736261,87.4766616821289,34854800,0.0,0.0,,,0,50000.0
2023-01-05 00:00:00-05:00,86.87084008200145,86.97015357614328,85.31159473485968,85.60953521728516,27194400,0.0,0.0,,,0,50000.0
2023-01-06 00:00:00-05:00,86.19550170469084,87.0893383476196,84.2787216281847,86.74172973632812,41381500,0.0,0.0,,,0,50000.0
2023-01-09 00:00:00-05:00,87.75475111447206,89.43317735489786,87.25817602105704,87.41707611083984,29003900,0.0,0.0,,,0,50000.0
2023-01-10 00:00:00-05:00,85.3910499346821,88.06261858260312,85.24207590250592,87.8143310546875,30467800,0.0,0.0,,,0,50000.0
2023-01-11 00:00:00-05:00,88.56912924744373,90.97255075305516,88.40029554318691,90.89309692382812,26862000,0.0,0.0,,,0,50000.0
2023-01-12 00:00:00-05:00,90.85337642641241,91.24070436753142,89.13522338270101,90.50576782226562,30258100,0.0,0.0,,,0,50000.0
2023-01-13 00:00:00-05:00,90.22768590186173,91.55851098824732,89.51261661092427,91.4889907836914,26329200,0.0,0.0,,,0,50000.0
2023-01-17 00:00:00-05:00,91.42940278257716,91.6181037407099,89.43317638425138,90.66468048095703,32602400,0.0,0.0,88.71214141845704,,0,50000.0
2023-01-18 00:00:00-05:00,91.50885948679696,92.16434226058483,90.01913417597157,90.495849609375,29116700,0.0,0.0,88.91077194213867,,0,50000.0
2023-01-19 00:00:00-05:00,90.09857153682633,92.96877450470505,90.00918409441093,92.41261291503906,37000400,0.0,0.0,89.40436706542968,,0,50000.0
2023-01-20 00:00:00-05:00,94.44858263717902,97.62666782792186,94.36912880255512,97.34857940673828,63191100,0.0,0.0,90.578271484375,,0,50000.0
2023-01-23 00:00:00-05:00,97.2790527522602,99.35474047579733,96.83213822208886,99.10645294189453,40005100,0.0,0.0,91.81474380493164,,0,50000.0
2023-01-24 00:00:00-05:00,97.42802327409328,98.92768204637555,96.53418666885439,97.03076171875,33078500,0.0,0.0,92.77611236572265,,0,50000.0
